age,weight_kg,height_cm,bmi,goal,goal_enc,difficulty,diff_enc,category,exercise
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Core,Russian Twist
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Chest,Bench Press
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Chest,Dips
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
26,86.4,184.7,25.3,Maintain Weight,2,Advanced,2,Legs,Squat
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Cardio,Burpees
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Cardio,Cycling
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Core,Leg Raises
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Core,Plank
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Chest,Cable Fly
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Chest,Incline Dumbbell Press
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Legs,Squat
49,99.7,167.3,35.6,Maintain Weight,2,Beginner,0,Legs,Lunges
43,108.3,173.3,36.1,Weight Loss,0,Advanced,2,Cardio,Box Jumps
43,108.3,173.3,36.1,Weight Loss,0,Advanced,2,Cardio,Burpees
43,108.3,173.3,36.1,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
43,108.3,173.3,36.1,Weight Loss,0,Advanced,2,Core,Russian Twist
43,108.3,173.3,36.1,Weight Loss,0,Advanced,2,Full Body,Thruster
43,108.3,173.3,36.1,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
33,113.9,179.0,35.5,Weight Loss,0,Beginner,0,Cardio,Burpees
33,113.9,179.0,35.5,Weight Loss,0,Beginner,0,Cardio,Running
33,113.9,179.0,35.5,Weight Loss,0,Beginner,0,Core,Plank
33,113.9,179.0,35.5,Weight Loss,0,Beginner,0,Core,Russian Twist
33,113.9,179.0,35.5,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
33,113.9,179.0,35.5,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
20,113.8,163.9,42.4,Weight Loss,0,Intermediate,1,Cardio,Running
20,113.8,163.9,42.4,Weight Loss,0,Intermediate,1,Cardio,Cycling
20,113.8,163.9,42.4,Weight Loss,0,Intermediate,1,Core,Leg Raises
20,113.8,163.9,42.4,Weight Loss,0,Intermediate,1,Core,Plank
20,113.8,163.9,42.4,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
20,113.8,163.9,42.4,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Chest,Incline Dumbbell Press
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Chest,Cable Fly
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Back,Bent Over Row
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Back,Seated Cable Row
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Legs,Calf Raises
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Legs,Romanian Deadlift
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Shoulders,Overhead Press
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Shoulders,Arnold Press
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Arms,Concentration Curl
32,63.5,176.3,20.4,Muscle Gain,1,Beginner,0,Arms,Bicep Curl
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Chest,Push Up
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Chest,Bench Press
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Back,Lat Pulldown
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Back,Pull Up
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Legs,Lunges
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Legs,Romanian Deadlift
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Shoulders,Overhead Press
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Shoulders,Face Pull
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Arms,Bicep Curl
21,118.1,196.3,30.6,Muscle Gain,1,Intermediate,1,Arms,Concentration Curl
34,108.7,173.1,36.3,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
34,108.7,173.1,36.3,Weight Loss,0,Intermediate,1,Cardio,Running
34,108.7,173.1,36.3,Weight Loss,0,Intermediate,1,Core,Leg Raises
34,108.7,173.1,36.3,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
34,108.7,173.1,36.3,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
34,108.7,173.1,36.3,Weight Loss,0,Intermediate,1,Full Body,Battle Ropes
55,91.4,170.3,31.5,Weight Loss,0,Beginner,0,Cardio,Jump Rope
55,91.4,170.3,31.5,Weight Loss,0,Beginner,0,Cardio,Running
55,91.4,170.3,31.5,Weight Loss,0,Beginner,0,Core,Plank
55,91.4,170.3,31.5,Weight Loss,0,Beginner,0,Core,Leg Raises
55,91.4,170.3,31.5,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
55,91.4,170.3,31.5,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
53,104.2,163.7,38.9,Weight Loss,0,Beginner,0,Cardio,Cycling
53,104.2,163.7,38.9,Weight Loss,0,Beginner,0,Cardio,Jump Rope
53,104.2,163.7,38.9,Weight Loss,0,Beginner,0,Core,Leg Raises
53,104.2,163.7,38.9,Weight Loss,0,Beginner,0,Core,Plank
53,104.2,163.7,38.9,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
53,104.2,163.7,38.9,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Chest,Cable Fly
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Back,Bent Over Row
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Back,Pull Up
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Legs,Squat
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
18,49.5,169.0,17.3,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
16,83.8,184.6,24.6,Weight Loss,0,Intermediate,1,Cardio,Cycling
16,83.8,184.6,24.6,Weight Loss,0,Intermediate,1,Cardio,Burpees
16,83.8,184.6,24.6,Weight Loss,0,Intermediate,1,Core,Crunches
16,83.8,184.6,24.6,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
16,83.8,184.6,24.6,Weight Loss,0,Intermediate,1,Full Body,Thruster
16,83.8,184.6,24.6,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Cardio,Box Jumps
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Cardio,Burpees
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Core,Ab Wheel Rollout
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Core,Russian Twist
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Chest,Dips
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Chest,Incline Dumbbell Press
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Legs,Romanian Deadlift
37,59.2,176.4,19.0,Maintain Weight,2,Intermediate,1,Legs,Lunges
26,52.9,194.4,14.0,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
26,52.9,194.4,14.0,Weight Loss,0,Intermediate,1,Cardio,Running
26,52.9,194.4,14.0,Weight Loss,0,Intermediate,1,Core,Crunches
26,52.9,194.4,14.0,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
26,52.9,194.4,14.0,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
26,52.9,194.4,14.0,Weight Loss,0,Intermediate,1,Full Body,Thruster
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Chest,Dips
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Chest,Bench Press
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Back,Deadlift
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Back,Pull Up
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Legs,Squat
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
31,81.1,189.6,22.6,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
51,53.6,168.1,19.0,Weight Loss,0,Beginner,0,Cardio,Burpees
51,53.6,168.1,19.0,Weight Loss,0,Beginner,0,Cardio,Running
51,53.6,168.1,19.0,Weight Loss,0,Beginner,0,Core,Plank
51,53.6,168.1,19.0,Weight Loss,0,Beginner,0,Core,Leg Raises
51,53.6,168.1,19.0,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
51,53.6,168.1,19.0,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
27,61.4,166.8,22.1,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
27,61.4,166.8,22.1,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
27,61.4,166.8,22.1,Weight Loss,0,Intermediate,1,Core,Crunches
27,61.4,166.8,22.1,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
27,61.4,166.8,22.1,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
27,61.4,166.8,22.1,Weight Loss,0,Intermediate,1,Full Body,Thruster
32,113.3,155.9,46.6,Weight Loss,0,Beginner,0,Cardio,Running
32,113.3,155.9,46.6,Weight Loss,0,Beginner,0,Cardio,Jump Rope
32,113.3,155.9,46.6,Weight Loss,0,Beginner,0,Core,Crunches
32,113.3,155.9,46.6,Weight Loss,0,Beginner,0,Core,Leg Raises
32,113.3,155.9,46.6,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
32,113.3,155.9,46.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Cardio,Burpees
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Core,Russian Twist
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Chest,Incline Dumbbell Press
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Chest,Bench Press
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
39,105.7,184.7,31.0,Maintain Weight,2,Advanced,2,Legs,Squat
36,90.0,199.0,22.7,Weight Loss,0,Beginner,0,Cardio,Jump Rope
36,90.0,199.0,22.7,Weight Loss,0,Beginner,0,Cardio,Burpees
36,90.0,199.0,22.7,Weight Loss,0,Beginner,0,Core,Russian Twist
36,90.0,199.0,22.7,Weight Loss,0,Beginner,0,Core,Plank
36,90.0,199.0,22.7,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
36,90.0,199.0,22.7,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
19,92.2,167.6,32.8,Weight Loss,0,Advanced,2,Cardio,Burpees
19,92.2,167.6,32.8,Weight Loss,0,Advanced,2,Cardio,Box Jumps
19,92.2,167.6,32.8,Weight Loss,0,Advanced,2,Core,Leg Raises
19,92.2,167.6,32.8,Weight Loss,0,Advanced,2,Core,Russian Twist
19,92.2,167.6,32.8,Weight Loss,0,Advanced,2,Full Body,Thruster
19,92.2,167.6,32.8,Weight Loss,0,Advanced,2,Full Body,Clean and Press
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Cardio,Cycling
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Cardio,Box Jumps
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Core,Crunches
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Core,Russian Twist
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Chest,Incline Dumbbell Press
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Chest,Cable Fly
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Legs,Romanian Deadlift
40,101.3,184.0,29.9,Maintain Weight,2,Intermediate,1,Legs,Calf Raises
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Cardio,Burpees
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Core,Russian Twist
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Chest,Dips
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Chest,Bench Press
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
33,88.6,183.7,26.3,Maintain Weight,2,Advanced,2,Legs,Squat
35,76.9,172.0,26.0,Weight Loss,0,Intermediate,1,Cardio,Burpees
35,76.9,172.0,26.0,Weight Loss,0,Intermediate,1,Cardio,Running
35,76.9,172.0,26.0,Weight Loss,0,Intermediate,1,Core,Crunches
35,76.9,172.0,26.0,Weight Loss,0,Intermediate,1,Core,Plank
35,76.9,172.0,26.0,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
35,76.9,172.0,26.0,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Chest,Cable Fly
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Back,Deadlift
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Back,Bent Over Row
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Legs,Squat
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
49,71.4,181.3,21.7,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Chest,Bench Press
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Back,Pull Up
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Back,Deadlift
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Legs,Squat
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
40,46.9,174.9,15.3,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
39,47.9,164.0,17.8,Weight Loss,0,Advanced,2,Cardio,Box Jumps
39,47.9,164.0,17.8,Weight Loss,0,Advanced,2,Cardio,Burpees
39,47.9,164.0,17.8,Weight Loss,0,Advanced,2,Core,Leg Raises
39,47.9,164.0,17.8,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
39,47.9,164.0,17.8,Weight Loss,0,Advanced,2,Full Body,Thruster
39,47.9,164.0,17.8,Weight Loss,0,Advanced,2,Full Body,Clean and Press
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Cardio,Burpees
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Cardio,Running
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Core,Russian Twist
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Core,Crunches
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Chest,Incline Dumbbell Press
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Chest,Push Up
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Legs,Romanian Deadlift
54,119.8,199.9,30.0,Maintain Weight,2,Beginner,0,Legs,Squat
46,94.1,199.5,23.6,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
46,94.1,199.5,23.6,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
46,94.1,199.5,23.6,Weight Loss,0,Intermediate,1,Core,Crunches
46,94.1,199.5,23.6,Weight Loss,0,Intermediate,1,Core,Leg Raises
46,94.1,199.5,23.6,Weight Loss,0,Intermediate,1,Full Body,Thruster
46,94.1,199.5,23.6,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
62,106.1,170.3,36.6,Weight Loss,0,Beginner,0,Cardio,Cycling
62,106.1,170.3,36.6,Weight Loss,0,Beginner,0,Cardio,Running
62,106.1,170.3,36.6,Weight Loss,0,Beginner,0,Core,Leg Raises
62,106.1,170.3,36.6,Weight Loss,0,Beginner,0,Core,Crunches
62,106.1,170.3,36.6,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
62,106.1,170.3,36.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Chest,Bench Press
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Back,Bent Over Row
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Back,Deadlift
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Legs,Squat
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
39,55.4,194.3,14.7,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
36,89.0,180.5,27.3,Weight Loss,0,Beginner,0,Cardio,Jump Rope
36,89.0,180.5,27.3,Weight Loss,0,Beginner,0,Cardio,Cycling
36,89.0,180.5,27.3,Weight Loss,0,Beginner,0,Core,Leg Raises
36,89.0,180.5,27.3,Weight Loss,0,Beginner,0,Core,Crunches
36,89.0,180.5,27.3,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
36,89.0,180.5,27.3,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
20,85.1,163.5,31.8,Weight Loss,0,Advanced,2,Cardio,Burpees
20,85.1,163.5,31.8,Weight Loss,0,Advanced,2,Cardio,Box Jumps
20,85.1,163.5,31.8,Weight Loss,0,Advanced,2,Core,Russian Twist
20,85.1,163.5,31.8,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
20,85.1,163.5,31.8,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
20,85.1,163.5,31.8,Weight Loss,0,Advanced,2,Full Body,Clean and Press
54,81.6,163.4,30.6,Weight Loss,0,Beginner,0,Cardio,Running
54,81.6,163.4,30.6,Weight Loss,0,Beginner,0,Cardio,Jump Rope
54,81.6,163.4,30.6,Weight Loss,0,Beginner,0,Core,Plank
54,81.6,163.4,30.6,Weight Loss,0,Beginner,0,Core,Crunches
54,81.6,163.4,30.6,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
54,81.6,163.4,30.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Chest,Bench Press
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Chest,Cable Fly
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Back,Seated Cable Row
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Legs,Romanian Deadlift
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Legs,Squat
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Shoulders,Arnold Press
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Shoulders,Lateral Raise
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Arms,Tricep Pushdown
26,69.5,195.9,18.1,Muscle Gain,1,Beginner,0,Arms,Concentration Curl
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Chest,Incline Dumbbell Press
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Chest,Cable Fly
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Back,Bent Over Row
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Legs,Lunges
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Legs,Leg Press
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Shoulders,Overhead Press
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Shoulders,Lateral Raise
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Arms,Skull Crushers
35,77.4,186.9,22.2,Muscle Gain,1,Beginner,0,Arms,Bicep Curl
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Chest,Dips
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Back,Bent Over Row
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Back,Pull Up
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Legs,Squat
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
41,90.4,166.1,32.8,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Chest,Cable Fly
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Chest,Push Up
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Back,Bent Over Row
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Legs,Calf Raises
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Legs,Squat
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Shoulders,Arnold Press
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Shoulders,Overhead Press
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Arms,Tricep Pushdown
55,106.8,193.2,28.6,Muscle Gain,1,Beginner,0,Arms,Concentration Curl
33,111.2,179.2,34.6,Weight Loss,0,Beginner,0,Cardio,Jump Rope
33,111.2,179.2,34.6,Weight Loss,0,Beginner,0,Cardio,Cycling
33,111.2,179.2,34.6,Weight Loss,0,Beginner,0,Core,Leg Raises
33,111.2,179.2,34.6,Weight Loss,0,Beginner,0,Core,Russian Twist
33,111.2,179.2,34.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
33,111.2,179.2,34.6,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
20,101.7,177.7,32.2,Weight Loss,0,Intermediate,1,Cardio,Cycling
20,101.7,177.7,32.2,Weight Loss,0,Intermediate,1,Cardio,Running
20,101.7,177.7,32.2,Weight Loss,0,Intermediate,1,Core,Plank
20,101.7,177.7,32.2,Weight Loss,0,Intermediate,1,Core,Leg Raises
20,101.7,177.7,32.2,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
20,101.7,177.7,32.2,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
63,75.0,163.7,28.0,Weight Loss,0,Beginner,0,Cardio,Jump Rope
63,75.0,163.7,28.0,Weight Loss,0,Beginner,0,Cardio,Cycling
63,75.0,163.7,28.0,Weight Loss,0,Beginner,0,Core,Leg Raises
63,75.0,163.7,28.0,Weight Loss,0,Beginner,0,Core,Crunches
63,75.0,163.7,28.0,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
63,75.0,163.7,28.0,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
21,86.1,165.9,31.3,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
21,86.1,165.9,31.3,Weight Loss,0,Intermediate,1,Cardio,Running
21,86.1,165.9,31.3,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
21,86.1,165.9,31.3,Weight Loss,0,Intermediate,1,Core,Plank
21,86.1,165.9,31.3,Weight Loss,0,Intermediate,1,Full Body,Thruster
21,86.1,165.9,31.3,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
23,85.1,172.6,28.6,Weight Loss,0,Advanced,2,Cardio,Box Jumps
23,85.1,172.6,28.6,Weight Loss,0,Advanced,2,Cardio,Burpees
23,85.1,172.6,28.6,Weight Loss,0,Advanced,2,Core,Leg Raises
23,85.1,172.6,28.6,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
23,85.1,172.6,28.6,Weight Loss,0,Advanced,2,Full Body,Thruster
23,85.1,172.6,28.6,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
61,47.6,185.4,13.8,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
61,47.6,185.4,13.8,Weight Loss,0,Intermediate,1,Cardio,Running
61,47.6,185.4,13.8,Weight Loss,0,Intermediate,1,Core,Leg Raises
61,47.6,185.4,13.8,Weight Loss,0,Intermediate,1,Core,Russian Twist
61,47.6,185.4,13.8,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
61,47.6,185.4,13.8,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
54,45.3,189.8,12.6,Weight Loss,0,Beginner,0,Cardio,Jump Rope
54,45.3,189.8,12.6,Weight Loss,0,Beginner,0,Cardio,Running
54,45.3,189.8,12.6,Weight Loss,0,Beginner,0,Core,Plank
54,45.3,189.8,12.6,Weight Loss,0,Beginner,0,Core,Leg Raises
54,45.3,189.8,12.6,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
54,45.3,189.8,12.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
16,70.3,163.6,26.3,Maintain Weight,2,Intermediate,1,Cardio,Jump Rope
16,70.3,163.6,26.3,Maintain Weight,2,Intermediate,1,Cardio,Box Jumps
16,70.3,163.6,26.3,Maintain Weight,2,Intermediate,1,Core,Plank
16,70.3,163.6,26.3,Maintain Weight,2,Intermediate,1,Core,Leg Raises
